@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
1855,50,30000,1,cluster5
1856,26,8000,1,cluster1
1857,25,60000,1,cluster0
1858,25,40000,0,cluster0
1859,34,35000,1,cluster4
1860,28,25000,1,cluster1
1861,30,40000,1,cluster0
1862,24,32000,1,cluster0
1863,30,10500,1,cluster1
1864,26,35000,1,cluster0
1865,26,15000,1,cluster1
1866,37,80000,1,cluster2
1867,23,8000,1,cluster1
1868,37,28000,1,cluster4
1869,43,200000,1,cluster6
1870,29,65000,1,cluster2
1871,28,60000,1,cluster2
1872,29,10000,1,cluster1
1873,38,55000,0,cluster2
1874,28,50000,1,cluster0
1875,21,24000,1,cluster1
1876,29,90000,1,cluster2
1877,28,25000,1,cluster1
1878,26,12000,1,cluster1
1879,18,6000,1,cluster1
1880,28,15000,1,cluster1
1881,26,7500,1,cluster1
1882,28,120000,1,cluster3
1883,27,20000,1,cluster1
1884,23,30000,1,cluster1
1885,22,6000,1,cluster1
1886,26,9361,0,cluster1
1887,21,6000,0,cluster1
1888,33,42000,1,cluster4
1889,32,30000,1,cluster4
1890,25,15000,1,cluster1
1891,28,20000,1,cluster1
1892,23,38000,0,cluster0
1893,32,40000,1,cluster4
1894,27,97000,0,cluster3
1895,54,12000,1,cluster5
1896,29,30000,1,cluster1
1897,38,60000,1,cluster2
1898,30,39600,0,cluster0
1899,42,76000,1,cluster2
1900,30,45000,1,cluster0
1901,32,60000,1,cluster2
1902,26,75000,0,cluster2
1903,21,18000,1,cluster1
1904,25,200000,1,cluster6
1905,19,24000,1,cluster1
1906,52,60000,1,cluster5
1907,25,15000,1,cluster1
1908,43,50000,1,cluster5
1909,31,44000,1,cluster0
1910,25,21000,1,cluster1
1911,36,36000,1,cluster4
1912,24,50000,1,cluster0
1913,31,48000,1,cluster0
1914,41,83000,1,cluster3
1915,23,16000,1,cluster1
1916,44,62000,1,cluster5
1917,25,31000,1,cluster1
1918,23,40000,1,cluster0
1919,32,83000,1,cluster2
1920,30,50000,0,cluster0
1921,47,25000,0,cluster5
1922,33,48000,1,cluster2
1923,30,54000,1,cluster2
1924,30,15000,1,cluster1
1925,25,40000,1,cluster0
1926,48,15000,0,cluster4
1927,30,10000,1,cluster1
1928,34,75000,1,cluster2
1929,30,30000,1,cluster1
1930,36,110000,1,cluster3
1931,41,15000,1,cluster4
1932,29,28000,0,cluster1
1933,22,10000,1,cluster1
1934,25,11988,1,cluster1
1935,25,28800,0,cluster1
1936,23,40000,0,cluster0
1937,26,32000,0,cluster0
1938,37,28000,1,cluster4
1939,34,95000,1,cluster3
1940,26,120000,1,cluster3
1941,31,47000,0,cluster0
1942,33,38000,1,cluster4
1943,42,57000,1,cluster5
1944,28,27733,1,cluster1
1945,23,24000,1,cluster1
1946,38,180000,1,cluster6
1947,43,30000,1,cluster4
1948,28,10000,1,cluster1
1949,31,35000,1,cluster4
1950,29,45000,0,cluster0
1951,26,8000,1,cluster1
1952,32,60000,1,cluster2
1953,34,75000,1,cluster2
1954,50,36000,0,cluster5
1955,33,35000,1,cluster4
1956,22,40000,1,cluster0
1957,41,70000,1,cluster2
1958,29,35000,1,cluster0
1959,36,30000,1,cluster4
1960,34,35000,1,cluster4
1961,27,45000,0,cluster0
1962,43,155000,1,cluster6
1963,35,52000,1,cluster2
1964,37,24000,1,cluster4
1965,23,30000,1,cluster1
1966,34,60000,1,cluster2
1967,37,26000,1,cluster4
1968,35,36000,1,cluster4
1969,29,70000,1,cluster2
1970,31,75000,1,cluster2
1971,33,100000,1,cluster3
1972,34,54000,1,cluster2
1973,31,30000,1,cluster4
1974,32,70000,0,cluster2
1975,29,50000,1,cluster0
1976,25,200000,1,cluster6
1977,25,51000,0,cluster0
1978,41,60000,1,cluster5
1979,20,6000,0,cluster1
1980,23,15000,1,cluster1
1981,25,20000,1,cluster1
1982,33,80000,1,cluster2
1983,36,53000,1,cluster2
1984,30,30000,1,cluster1
1985,30,40000,1,cluster0
1986,30,45000,0,cluster0
1987,23,64000,1,cluster0
1988,22,14400,1,cluster1
1989,33,30000,1,cluster4
1990,25,60000,1,cluster0
1991,24,8000,0,cluster1
1992,27,20000,1,cluster1
1993,30,48000,1,cluster0
1994,25,41000,1,cluster0
1995,37,55000,1,cluster2
1996,21,15000,1,cluster1
1997,23,10000,1,cluster1
1998,28,40000,0,cluster0
1999,31,65000,1,cluster2
2000,35,40000,1,cluster4
2001,29,37000,0,cluster0
2002,24,55000,1,cluster0
2003,30,70000,0,cluster2
2004,25,40000,1,cluster0
2005,35,60000,1,cluster2
2006,39,30000,1,cluster4
2007,25,30000,0,cluster1
2008,21,15000,1,cluster1
2009,32,125000,1,cluster3
2010,31,190000,1,cluster6
2011,26,15000,1,cluster1
2012,38,60000,1,cluster2
2013,31,30000,1,cluster4
2014,42,10000,1,cluster4
2015,23,32000,0,cluster0
2016,33,27700,1,cluster4
2017,22,9000,0,cluster1
2018,28,60000,1,cluster2
2019,28,23000,0,cluster1
2020,22,42000,0,cluster0
2021,30,24000,1,cluster1
2022,24,15000,1,cluster1
2023,49,60000,0,cluster5
2024,27,35000,0,cluster0
2025,29,34500,0,cluster0
2026,25,20000,1,cluster1
2027,26,105000,1,cluster3
2028,58,65000,1,cluster5
2029,25,25200,1,cluster1
2030,34,70000,1,cluster2
2031,46,14400,1,cluster4
2032,24,14000,1,cluster1
2033,21,6000,1,cluster1
2034,23,26000,1,cluster1
2035,25,66000,1,cluster0
2036,27,33000,1,cluster0
2037,28,15000,1,cluster1
2038,27,15000,1,cluster1
2039,42,35000,1,cluster4
2040,23,24000,1,cluster1
2041,41,45000,1,cluster4
2042,34,6000,1,cluster4
2043,25,25000,1,cluster1
2044,23,36000,0,cluster0
2045,28,9000,1,cluster1
2046,25,36000,1,cluster0
2047,23,8000,0,cluster1
2048,34,75000,1,cluster2
2049,42,50000,1,cluster5
2050,28,46000,0,cluster0
2051,20,6000,1,cluster1
2052,43,62000,1,cluster5
2053,21,12000,1,cluster1
2054,45,48000,1,cluster5
2055,39,50000,1,cluster4
2056,21,12000,1,cluster1
2057,42,75000,1,cluster2
2058,48,65000,1,cluster5
2059,40,85000,1,cluster3
2060,31,60000,0,cluster2
2061,45,40000,1,cluster5
2062,27,27000,1,cluster1
2063,30,55000,0,cluster2
2064,27,25000,0,cluster1
2065,24,200000,1,cluster6
2066,24,19000,1,cluster1
2067,47,33000,0,cluster5
2068,49,120000,1,cluster3
2069,45,82000,1,cluster5
2070,31,6000,1,cluster1
2071,30,45000,1,cluster0
2072,24,14000,0,cluster1
2073,24,9000,1,cluster1
2074,26,40000,1,cluster0
2075,33,59000,1,cluster2
2076,30,69000,1,cluster2
2077,28,18000,1,cluster1
2078,29,55000,1,cluster0
2079,27,32000,1,cluster0
2080,28,9500,1,cluster1
2081,31,75000,0,cluster2
2082,29,101000,1,cluster3
2083,27,36500,0,cluster0
2084,37,56000,1,cluster2
2085,23,12000,0,cluster1
2086,26,100000,1,cluster3
2087,26,71000,0,cluster2
2088,35,25000,1,cluster4
2089,23,12000,1,cluster1
2090,37,15000,0,cluster4
2091,31,7000,1,cluster1
2092,29,70800,1,cluster2
2093,19,40800,1,cluster0
2094,26,13584,1,cluster1
2095,19,18000,1,cluster1
2096,30,18500,1,cluster1
2097,27,9000,1,cluster1
2098,25,40000,1,cluster0
2099,24,14400,1,cluster1
2100,35,50000,0,cluster2
2101,23,24000,1,cluster1
2102,28,22410,1,cluster1
2103,29,76000,1,cluster2
2104,26,100000,1,cluster3
2105,17,36000,1,cluster0
2106,27,60000,1,cluster0
2107,25,54000,1,cluster0
2108,22,60000,1,cluster0
2109,27,6000,1,cluster1
2110,37,43000,1,cluster4
2111,32,8000,1,cluster1
2112,26,160000,1,cluster6
2113,47,43000,0,cluster5
2114,28,55000,1,cluster0
2115,27,43000,1,cluster0
2116,34,8000,1,cluster4
2117,31,13000,1,cluster1
2118,34,40000,1,cluster4
2119,39,98000,0,cluster3
2120,24,25000,1,cluster1
2121,36,32000,0,cluster4
2122,24,9000,1,cluster1
2123,25,15000,1,cluster1
2124,19,39000,1,cluster0
2125,30,68000,1,cluster2
2126,23,57972,0,cluster0
2127,28,18800,1,cluster1
2128,23,12000,1,cluster1
2129,31,45000,0,cluster0
2130,28,27000,1,cluster1
2131,34,55000,1,cluster2
2132,22,11000,1,cluster1
2133,24,120000,1,cluster3
2134,32,40000,1,cluster4
2135,24,18000,1,cluster1
2136,40,25000,1,cluster4
2137,29,200000,1,cluster6
2138,22,8000,1,cluster1
2139,29,100000,1,cluster3
2140,42,30552,1,cluster4
2141,36,8400,1,cluster4
2142,23,36000,1,cluster0
2143,33,42000,1,cluster4
2144,27,60000,1,cluster0
2145,31,6720,1,cluster1
2146,24,71000,1,cluster2
2147,40,120000,1,cluster3
2148,30,60000,1,cluster2
2149,19,80000,1,cluster0
2150,26,50000,1,cluster0
2151,34,30000,1,cluster4
2152,19,48000,1,cluster0
2153,22,48000,1,cluster0
2154,44,160000,0,cluster6
2155,22,34000,1,cluster0
2156,31,34000,1,cluster4
2157,30,18000,1,cluster1
2158,37,10000,1,cluster4
2159,30,20000,1,cluster1
2160,37,34000,1,cluster4
2161,23,30000,1,cluster1
2162,21,22000,1,cluster1
2163,49,24000,0,cluster5
2164,25,35000,1,cluster0
2165,27,47000,1,cluster0
2166,19,200000,1,cluster6
2167,35,120000,1,cluster3
2168,27,6000,1,cluster1
2169,30,60000,1,cluster2
2170,24,20000,0,cluster1
2171,32,8000,1,cluster1
2172,48,32000,1,cluster5
2173,39,170000,1,cluster6
2174,29,30000,0,cluster1
2175,31,68000,1,cluster2
2176,33,25000,1,cluster4
2177,25,49999,1,cluster0
2178,41,51000,0,cluster4
2179,21,14400,0,cluster1
2180,25,12000,1,cluster1
2181,24,25000,0,cluster1
2182,37,12000,0,cluster4
2183,26,45000,1,cluster0
2184,23,42000,1,cluster0
2185,25,10000,1,cluster1
2186,24,21000,0,cluster1
2187,35,38000,0,cluster4
2188,31,13000,1,cluster1
2189,34,12000,1,cluster4
2190,27,100000,1,cluster3
2191,50,85000,1,cluster5
2192,26,20000,1,cluster1
2193,35,60000,1,cluster2
2194,26,35000,0,cluster0
2195,28,7200,1,cluster1
2196,20,12000,1,cluster1
2197,18,24000,1,cluster1
2198,28,35000,1,cluster0
2199,42,67000,1,cluster5
2200,39,120000,1,cluster3
2201,37,67000,1,cluster2
2202,27,50400,1,cluster0
2203,32,100000,0,cluster3
2204,36,15000,1,cluster4
2205,23,9000,1,cluster1
2206,21,21000,1,cluster1
2207,27,14000,1,cluster1
2208,67,200000,0,cluster6
2209,30,35676,1,cluster0
2210,29,10000,1,cluster1
2211,39,130000,0,cluster3
2212,28,13000,1,cluster1
2213,23,18000,1,cluster1
2214,24,60000,0,cluster0
2215,28,75000,1,cluster2
2216,25,19000,1,cluster1
2217,34,6000,1,cluster4
2218,30,51000,0,cluster0
2219,46,57000,1,cluster5
2220,34,90000,1,cluster3
2221,32,53000,1,cluster2
2222,33,20400,1,cluster4
2223,21,9000,1,cluster1
2224,42,52000,1,cluster5
2225,38,100000,1,cluster3
2226,40,55000,1,cluster2
2227,20,36000,1,cluster0
2228,54,36000,1,cluster5
2229,38,12000,0,cluster4
2230,43,150000,1,cluster6
2231,23,24468,0,cluster1
2232,45,36000,0,cluster5
2233,30,30000,1,cluster1
2234,50,12000,1,cluster5
2235,21,6000,1,cluster1
2236,26,36000,1,cluster0
2237,32,73000,1,cluster2
2238,31,25000,1,cluster4
2239,28,60000,1,cluster2
2240,36,24000,1,cluster4
2241,22,6000,1,cluster1
2242,31,120000,1,cluster3
2243,23,50000,1,cluster0
2244,18,115000,1,cluster3
2245,24,22000,1,cluster1
2246,31,34000,0,cluster4
2247,16,60000,1,cluster0
2248,42,24000,0,cluster4
2249,23,12000,1,cluster1
2250,23,24000,1,cluster1
2251,35,54000,1,cluster2
2252,32,60000,1,cluster2
2253,28,40000,1,cluster0
2254,41,36000,0,cluster4
2255,40,70000,1,cluster2
2256,33,22000,1,cluster4
2257,37,20000,1,cluster4
2258,27,12000,1,cluster1
2259,33,70000,1,cluster2
2260,24,40000,1,cluster0
2261,35,94000,1,cluster3
2262,26,82000,0,cluster2
2263,27,45000,1,cluster0
2264,44,42000,1,cluster5
2265,26,15000,0,cluster1
2266,28,11000,1,cluster1
2267,24,36000,1,cluster0
2268,30,20000,1,cluster1
2269,32,50000,1,cluster2
2270,23,30000,1,cluster1
2271,32,15000,1,cluster4
2272,25,10000,1,cluster1
2273,29,30000,1,cluster1
2274,38,90000,1,cluster3
2275,38,12000,1,cluster4
2276,35,20000,1,cluster4
2277,32,45000,0,cluster0
2278,35,9000,1,cluster4
2279,27,90000,1,cluster2
2280,31,41000,1,cluster0
2281,30,35000,1,cluster0
2282,33,30000,0,cluster4
2283,26,22000,1,cluster1
2284,34,30000,1,cluster4
2285,37,18000,1,cluster4
2286,31,200000,1,cluster6
2287,24,52000,0,cluster0
2288,44,180000,1,cluster6
2289,43,82000,1,cluster3
2290,25,6000,1,cluster1
2291,26,63000,1,cluster0
2292,24,7000,0,cluster1
2293,28,30000,1,cluster1
2294,27,29000,1,cluster1
2295,29,73000,1,cluster2
2296,27,30000,1,cluster1
2297,51,28000,1,cluster5
2298,29,10000,1,cluster1
2299,27,60000,1,cluster0
2300,32,80000,1,cluster2
2301,39,20000,0,cluster4
2302,36,50000,1,cluster2
2303,37,16000,1,cluster4
2304,34,50000,1,cluster2
2305,47,97000,1,cluster3
2306,28,32000,1,cluster0
2307,37,45000,1,cluster4
2308,29,44000,1,cluster0
2309,31,38000,1,cluster0
2310,29,40000,0,cluster0
2311,26,20000,0,cluster1
2312,25,20000,1,cluster1
2313,25,7500,1,cluster1
2314,36,92000,1,cluster3
2315,22,10000,1,cluster1
2316,33,18000,1,cluster4
2317,27,80000,1,cluster2
2318,51,80000,1,cluster5
2319,28,25000,0,cluster1
2320,28,34000,1,cluster0
2321,21,10800,1,cluster1
2322,33,60000,0,cluster2
2323,35,40000,1,cluster4
2324,27,30000,1,cluster1
2325,47,23000,1,cluster5
2326,29,50000,1,cluster0
2327,27,18000,1,cluster1
2328,20,36000,1,cluster0
2329,24,25000,1,cluster1
2330,34,35000,1,cluster4
2331,18,36000,1,cluster0
2332,29,45000,1,cluster0
2333,34,42000,1,cluster4
2334,23,10000,1,cluster1
2335,24,25000,1,cluster1
2336,22,18500,1,cluster1
2337,26,6000,1,cluster1
2338,39,35000,1,cluster4
2339,33,48000,1,cluster2
2340,25,18000,0,cluster1
2341,28,43200,1,cluster0
2342,36,34000,1,cluster4
2343,31,40000,1,cluster0
2344,26,24000,1,cluster1
2345,29,37500,0,cluster0
2346,24,14000,1,cluster1
2347,42,84000,1,cluster3
2348,26,78000,1,cluster2
2349,24,33600,1,cluster0
2350,28,13200,0,cluster1
2351,37,38000,1,cluster4
2352,31,25000,1,cluster4
2353,24,60000,1,cluster0
2354,25,12000,1,cluster1
2355,32,46000,1,cluster0
2356,31,60000,1,cluster2
2357,27,60000,0,cluster0
2358,50,16000,1,cluster5
2359,38,45000,1,cluster4
2360,24,30000,1,cluster1
2361,27,48000,1,cluster0
2362,32,47000,1,cluster0
2363,31,25000,1,cluster4
2364,27,50000,0,cluster0
2365,30,20000,1,cluster1
2366,27,26760,1,cluster1
2367,43,60000,0,cluster5
2368,43,126000,1,cluster3
2369,22,21000,1,cluster1
2370,48,30000,0,cluster5
2371,29,62077,1,cluster2
2372,31,12000,1,cluster1
2373,25,60000,0,cluster0
2374,23,12000,1,cluster1
2375,31,46500,1,cluster0
2376,29,47000,0,cluster0
2377,26,26000,0,cluster1
2378,29,70000,0,cluster2
2379,34,28000,1,cluster4
2380,42,25000,0,cluster4
2381,48,80000,0,cluster5
2382,27,26000,1,cluster1
2383,25,43440,1,cluster0
2384,24,30000,1,cluster1
2385,35,45000,1,cluster4
2386,52,55000,1,cluster5
2387,27,10000,1,cluster1
2388,27,15000,0,cluster1
2389,33,48000,1,cluster2
2390,36,90000,1,cluster3
2391,25,75000,0,cluster2
2392,40,43000,0,cluster4
2393,21,32000,1,cluster1
2394,31,35000,1,cluster4
2395,17,12000,1,cluster1
2396,25,9000,1,cluster1
2397,30,10000,1,cluster1
2398,18,6000,1,cluster1
2399,25,14400,1,cluster1
2400,36,60000,1,cluster2
2401,31,43200,1,cluster0
2402,22,12000,1,cluster1
2403,29,15600,1,cluster1
2404,37,135000,1,cluster3
2405,29,8000,1,cluster1
2406,49,105000,1,cluster3
2407,30,7200,1,cluster1
2408,28,25000,0,cluster1
2409,35,60000,1,cluster2
2410,26,9000,0,cluster1
2411,30,40000,1,cluster0
2412,22,19000,0,cluster1
2413,58,90000,1,cluster5
2414,27,40000,1,cluster0
2415,24,18000,1,cluster1
2416,28,34000,1,cluster0
2417,18,24000,1,cluster1
2418,40,50000,1,cluster4
2419,28,41500,1,cluster0
2420,30,12000,1,cluster1
2421,26,17000,1,cluster1
2422,24,13000,0,cluster1
2423,30,10000,1,cluster1
2424,23,35000,0,cluster0
2425,25,9000,1,cluster1
2426,44,25000,1,cluster4
2427,41,40000,1,cluster4
2428,20,36000,1,cluster0
2429,26,30000,1,cluster1
2430,31,100000,1,cluster3
2431,26,10000,1,cluster1
2432,43,50000,1,cluster5
2433,30,15000,1,cluster1
2434,29,45000,1,cluster0
2435,30,48000,1,cluster0
2436,35,32000,0,cluster4
2437,38,40000,0,cluster4
2438,58,70000,0,cluster5
2439,45,70000,1,cluster5
2440,45,10000,0,cluster4
2441,39,30000,1,cluster4
2442,18,30000,1,cluster1
2443,32,50000,1,cluster2
2444,28,40000,1,cluster0
2445,33,50000,1,cluster2
2446,45,36000,1,cluster5
2447,33,57000,0,cluster2
2448,21,24000,1,cluster1
2449,31,90000,0,cluster2
2450,33,8900,1,cluster4
2451,57,111000,1,cluster5
2452,20,24000,0,cluster1
2453,30,16029,1,cluster1
2454,26,36000,1,cluster0
2455,28,57000,1,cluster0
2456,28,43200,1,cluster0
2457,34,100000,1,cluster3
2458,36,60000,1,cluster2
2459,23,12000,0,cluster1
2460,25,20000,1,cluster1
2461,25,6000,1,cluster1
2462,34,100000,0,cluster3
2463,36,20000,1,cluster4
2464,34,20000,1,cluster4
2465,22,12000,1,cluster1
2466,26,13000,1,cluster1
2467,26,30000,1,cluster1
2468,19,25000,1,cluster1
2469,20,26000,1,cluster1
2470,24,24000,0,cluster1
2471,36,20000,1,cluster4
2472,27,30000,1,cluster1
2473,30,115000,1,cluster3
2474,46,90000,1,cluster3
2475,21,60000,1,cluster0
2476,27,8500,0,cluster1
2477,27,16913,1,cluster1
2478,28,54000,0,cluster0
2479,30,40000,1,cluster0
2480,28,20000,1,cluster1
2481,28,32000,1,cluster0
2482,23,28800,1,cluster1
2483,31,85000,1,cluster2
2484,29,57000,1,cluster2
2485,26,60000,1,cluster0
2486,36,60000,1,cluster2
2487,24,36000,1,cluster0
2488,34,50000,1,cluster2
2489,29,12000,1,cluster1
2490,34,20000,1,cluster4
2491,23,31000,1,cluster1
2492,26,29000,1,cluster1
2493,29,36000,1,cluster0
2494,50,55900,1,cluster5
2495,47,10000,1,cluster4
2496,37,16000,1,cluster4
2497,57,13000,0,cluster5
2498,36,65000,1,cluster2
2499,27,17000,1,cluster1
2500,27,200000,1,cluster6
2501,32,32000,0,cluster4
2502,25,40000,1,cluster0
2503,26,25000,1,cluster1
2504,37,28000,1,cluster4
2505,23,20000,1,cluster1
2506,30,24000,1,cluster1
2507,28,55000,0,cluster0
2508,27,36000,1,cluster0
2509,31,50000,1,cluster0
2510,24,40800,1,cluster0
2511,32,165000,1,cluster6
2512,27,30000,1,cluster1
2513,23,43000,1,cluster0
2514,28,87000,1,cluster2
2515,55,42000,0,cluster5
2516,28,8500,1,cluster1
2517,35,79000,1,cluster2
2518,26,65000,0,cluster2
2519,47,24000,1,cluster5
2520,24,8500,1,cluster1
2521,28,28000,0,cluster1
2522,25,6000,1,cluster1
2523,25,66000,1,cluster0
2524,26,90000,1,cluster2
2525,22,56000,0,cluster0
2526,65,80000,1,cluster5
2527,22,12000,0,cluster1
2528,26,20000,1,cluster1
2529,37,10000,1,cluster4
2530,22,61548,1,cluster0
2531,24,40000,1,cluster0
2532,61,103000,1,cluster5
2533,22,12000,1,cluster1
2534,35,8000,1,cluster4
2535,24,23000,1,cluster1
2536,20,10000,1,cluster1
2537,46,10000,1,cluster4
2538,31,25000,1,cluster4
2539,70,20000,1,cluster5
2540,24,50000,0,cluster0
2541,41,22000,1,cluster4
2542,46,80000,1,cluster5
2543,24,15000,1,cluster1
2544,34,6000,1,cluster4
2545,57,70000,1,cluster5
2546,26,50000,0,cluster0
2547,30,75000,1,cluster2
2548,26,44000,1,cluster0
2549,35,14000,1,cluster4
2550,32,100000,1,cluster3
2551,28,6000,1,cluster1
2552,31,28000,0,cluster4
2553,60,90000,1,cluster5
2554,33,140000,1,cluster3
2555,38,150000,1,cluster6
2556,26,42000,1,cluster0
2557,46,50000,1,cluster5
2558,25,42000,1,cluster0
2559,35,48000,1,cluster4
2560,51,20000,0,cluster5
2561,23,20000,1,cluster1
2562,34,17500,1,cluster4
2563,29,40000,1,cluster0
2564,35,8000,1,cluster4
2565,17,60000,1,cluster0
2566,22,8000,1,cluster1
2567,29,35000,1,cluster0
2568,32,70000,1,cluster2
2569,25,40000,1,cluster0
2570,42,10000,1,cluster4
2571,29,48000,1,cluster0
2572,33,35000,1,cluster4
2573,25,10000,1,cluster1
2574,31,30000,1,cluster4
2575,29,150000,1,cluster6
2576,29,20000,1,cluster1
2577,27,7508,1,cluster1
2578,42,190000,1,cluster6
2579,21,25000,1,cluster1
2580,30,8700,1,cluster1
2581,23,16337,0,cluster1
2582,39,58000,1,cluster2
2583,29,65000,0,cluster2
2584,22,15000,0,cluster1
2585,34,12000,1,cluster4
2586,34,35178,1,cluster4
2587,31,10000,1,cluster1
2588,23,60000,1,cluster0
2589,31,70000,1,cluster2
2590,29,40000,0,cluster0
2591,42,100000,1,cluster3
2592,32,70000,1,cluster2
2593,22,26000,1,cluster1
2594,27,25000,1,cluster1
2595,27,45000,1,cluster0
2596,35,15000,1,cluster4
2597,35,35000,1,cluster4
2598,30,20000,1,cluster1
2599,34,20000,1,cluster4
2600,23,55000,0,cluster0
2601,54,79000,1,cluster5
2602,26,15000,1,cluster1
2603,28,18036,0,cluster1
2604,31,31000,0,cluster4
2605,25,25000,1,cluster1
2606,30,70000,1,cluster2
2607,36,13000,1,cluster4
2608,26,35000,1,cluster0
2609,39,20000,1,cluster4
2610,46,90000,1,cluster3
2611,35,28000,1,cluster4
2612,31,35000,0,cluster4
2613,24,66000,1,cluster0
2614,21,8000,1,cluster1
2615,32,20000,1,cluster4
2616,39,22000,1,cluster4
2617,22,46000,1,cluster0
2618,25,14400,1,cluster1
2619,24,60000,0,cluster0
2620,45,36200,1,cluster5
2621,28,76000,1,cluster2
2622,37,10000,1,cluster4
2623,34,200000,1,cluster6
2624,57,30000,1,cluster5
2625,23,8000,1,cluster1
2626,28,27000,1,cluster1
2627,30,10000,0,cluster1
2628,24,40000,0,cluster0
2629,24,43260,0,cluster0
2630,26,30000,1,cluster1
2631,32,15000,1,cluster4
2632,31,10000,1,cluster1
2633,22,60000,1,cluster0
2634,32,56000,0,cluster2
2635,25,6000,1,cluster1
2636,56,84000,1,cluster5
2637,34,60000,1,cluster2
2638,23,32000,1,cluster0
2639,23,20000,1,cluster1
2640,26,20000,0,cluster1
2641,30,36000,1,cluster0
2642,30,10000,1,cluster1
2643,25,70632,1,cluster2
2644,34,10000,0,cluster4
2645,25,57000,0,cluster0
2646,23,50000,0,cluster0
2647,32,26000,1,cluster4
2648,39,13000,1,cluster4
2649,25,17000,1,cluster1
2650,30,31000,1,cluster0
2651,27,13500,1,cluster1
2652,28,40000,1,cluster0
2653,30,62268,1,cluster2
2654,34,114000,1,cluster3
2655,31,20000,1,cluster1
2656,25,26000,1,cluster1
2657,28,27000,1,cluster1
2658,46,52000,1,cluster5
2659,32,27000,1,cluster4
2660,24,58800,0,cluster0
2661,33,46000,1,cluster4
2662,21,30000,1,cluster1
2663,38,33000,0,cluster4
2664,25,30000,1,cluster1
2665,27,15000,0,cluster1
2666,21,15000,1,cluster1
2667,24,72000,0,cluster2
2668,27,30000,1,cluster1
2669,46,28000,1,cluster5
2670,34,80000,1,cluster2
2671,29,38000,0,cluster0
2672,35,22000,1,cluster4
2673,29,93000,1,cluster2
2674,24,55000,1,cluster0
2675,50,95000,0,cluster5
2676,20,12000,1,cluster1
2677,47,8000,1,cluster4
2678,31,13000,1,cluster1
2679,35,20000,1,cluster4
2680,27,60732,1,cluster0
2681,28,75000,1,cluster2
2682,33,10000,1,cluster4
2683,30,8500,1,cluster1
2684,35,36000,1,cluster4
2685,24,12000,0,cluster1
2686,17,6000,1,cluster1
2687,25,6000,1,cluster1
2688,30,42000,1,cluster0
2689,26,42500,0,cluster0
2690,39,60000,1,cluster2
2691,32,100000,1,cluster3
2692,63,12000,1,cluster5
2693,33,15000,1,cluster4
2694,32,52000,1,cluster2
2695,27,20000,1,cluster1
2696,17,24000,1,cluster1
2697,29,64000,1,cluster2
2698,33,40000,1,cluster4
2699,29,65500,1,cluster2
2700,24,30000,1,cluster1
2701,23,40000,1,cluster0
2702,30,20000,1,cluster1
2703,36,68000,1,cluster2
2704,24,50532,1,cluster0
2705,30,95000,1,cluster3
2706,23,73000,0,cluster2
2707,32,8000,1,cluster1
2708,32,9000,0,cluster1
2709,27,20000,0,cluster1
2710,27,7000,1,cluster1
2711,34,40000,1,cluster4
2712,22,6000,1,cluster1
2713,34,63000,1,cluster2
2714,20,16000,1,cluster1
2715,27,25000,1,cluster1
2716,29,74000,0,cluster2
2717,29,58000,1,cluster2
2718,28,32000,1,cluster0
2719,35,17000,1,cluster4
2720,31,80000,1,cluster2
2721,21,34860,1,cluster0
2722,46,145000,1,cluster3
2723,24,25000,1,cluster1
2724,38,36000,1,cluster4
2725,26,20000,1,cluster1
2726,26,6000,1,cluster1
2727,32,46000,0,cluster0
2728,35,50000,1,cluster2
2729,29,35000,1,cluster0
2730,22,54000,1,cluster0
2731,65,200000,1,cluster6
2732,28,35000,0,cluster0
2733,34,36000,1,cluster4
2734,26,36000,1,cluster0
2735,41,92000,1,cluster3
2736,42,25000,1,cluster4
2737,24,43000,0,cluster0
2738,32,60000,1,cluster2
2739,24,48000,1,cluster0
2740,19,16000,1,cluster1
2741,26,6000,1,cluster1
2742,27,42000,1,cluster0
2743,42,23796,0,cluster4
2744,30,75000,1,cluster2
2745,29,48000,0,cluster0
2746,22,72000,1,cluster0
2747,27,30000,1,cluster1
2748,29,10000,1,cluster1
2749,26,110000,1,cluster3
2750,33,45000,1,cluster4
2751,32,36000,1,cluster4
2752,40,50000,1,cluster4
2753,24,6000,1,cluster1
2754,26,42000,1,cluster0
2755,21,25000,1,cluster1
2756,24,36000,1,cluster0
2757,25,36000,1,cluster0
2758,24,6900,1,cluster1
2759,24,67200,1,cluster0
2760,24,18000,0,cluster1
2761,33,38000,0,cluster4
2762,30,70000,1,cluster2
2763,28,65000,1,cluster2
2764,23,63000,1,cluster0
2765,53,45000,0,cluster5
2766,55,36000,0,cluster5
2767,39,100000,1,cluster3
2768,48,50000,1,cluster5
2769,33,30000,0,cluster4
2770,23,12000,0,cluster1
2771,27,50000,1,cluster0
2772,27,18000,1,cluster1
2773,25,36000,1,cluster0
2774,32,38000,1,cluster4
2775,45,40000,0,cluster5
2776,39,10000,1,cluster4
